AAL,AAPL,ADBE,ADI,ADP,ADSK,AKAM,ALXN,AMAT,AMGN,AMZN,ATVI,AVGO,BBBY,BIDU,BIIB,CA,CELG,CERN,CMCSA,COST,CSCO,CSX,CTRP,CTSH,DISCA,DISH,DLTR,EA,EBAY,ESRX,EXPE,FAST,FB,FOX,FOXA,GILD,GOOGL,INTC,JD,KHC,LBTYA,LBTYK,LRCX,MAR,MAT,MCHP,MDLZ,MSFT,MU,MXIM,MYL,NCLH,NFLX,NTAP,NVDA,NXPI,PAYX,PCAR,PYPL,QCOM,QVCA,ROST,SBUX,SIRI,STX,SWKS,SYMC,TMUS,TRIP,TSCO,TSLA,TXN,VIAB,VOD,VRTX,WBA,WDC,WFM,XLNX,YHOO,NDX
36.05,103.005,97.69,63.64,94.83,58.9,48.07,127.62,26.6993,169.05,736.71,41.145,164.69999999999996,43.76,163.54,287.1,34.56,108.07,61.65,67.86,166.09,30.8069,28.27,43.81,57.98,25.275,51.86,95.9,76.93999999999998,31.13,77.76,116.23,41.815,121.93,27.375,26.705,81.455,758.8999999999999,34.79,22.33,85.81,31.075,30.18,91.3,70.5,32.68,56.805,44.48,56.355,14.21,41.2,46.61,42.04,90.8447,26.43,55.96,87.125,60.38,58.93,37.18,62.05,26.66,61.48,57.6953,4.4,31.9143,66.71,20.26,45.52,70.02,89.76999999999998,229.16,70.58,45.36,30.9987,96.1,80.04999999999998,53.33,33.74,49.74,38.5137,4692.39
36.04,103.22,98.045,63.65,95.02,59.08,48.165,128.84,26.75,169.745,735.85,41.09,165.21,43.66,163.78,287.28,34.5,108.22,61.72,67.77,166.21,30.75,28.1,43.92,58.05,25.19,51.905,95.61000000000004,76.76999999999998,31.175,77.54999999999998,116.36000000000004,41.73,122.2,27.415,26.74,81.73999999999998,760.44,34.76,22.34,85.59,30.92,30.07,91.64,70.75,32.68,56.83,44.27,56.27,14.13,41.395,46.47,42.0,91.05,26.38,56.18,87.36,60.39,59.05,37.145,61.98,26.66,61.43,57.86,4.39,31.89,66.84,20.3,45.5,69.81,89.57,228.9,70.84,45.51,30.9,95.92,80.15,53.27,33.63,49.73,38.56,4696.89
36.31,103.61,98.2575,63.3901,95.0,59.29,49.835,129.26,26.83,170.0,734.315,41.09,165.265,43.97,165.02,287.53,34.59,108.35,61.94,67.884,166.28,30.84,28.185,43.92,58.199,25.41,51.855,95.385,77.12999999999998,31.25,77.42,116.53,41.76,122.766,27.41,26.725,81.68,762.5299999999999,34.86,22.355,85.59999999999998,30.94,30.07,91.7005,70.725,32.8,57.1,44.11,56.44,14.1788,41.25,46.615,42.24,91.78,26.331,56.05,87.33,60.2062,58.96,37.185,62.28,26.71,61.405,57.87,4.405,31.97,66.67,20.38,45.705,69.72,90.00499999999998,229.31,71.33,45.7,31.1,95.71,80.14,53.14,33.695,49.68,38.67,4705.197
36.2,103.03,97.93,63.33,94.93,59.62,50.51,129.78,26.9,170.68,736.6699999999997,40.89,165.66,43.94,165.5,288.35,34.55,108.11,61.95,67.92,166.15,30.76,28.21,43.97,58.25,25.46,52.04,95.72,76.67,31.31,77.21,117.2,41.9,123.34,27.43,26.74,81.79,761.97,34.83,22.36,85.62999999999998,31.01,30.1,91.96,70.54,32.91,57.08,43.94,56.19,14.19,41.24,46.93,42.13,92.04,26.38,56.06,87.43999999999998,60.25,59.08,37.22,62.51,26.7,61.39,57.85,4.4,32.05,66.47,20.29,45.64,69.85,89.93999999999998,228.49,71.27,45.81,31.12,96.01,79.93999999999998,53.44,33.64,49.84,38.66,4704.412
36.0701,103.96,97.87,63.83,92.52,59.31,50.43,132.34,26.74,168.202,743.635,40.165,165.16,43.64,166.41,286.4249999999999,34.07,110.73,62.03,68.045,166.4,30.5434,28.355,43.7,57.66,25.34,51.96,94.91,76.2,31.2,77.22,117.22,42.01,126.3993,27.36,26.81,81.185,762.2999999999997,34.67,22.075,85.61,31.02,30.09,93.07,70.28,32.85,56.73,43.585,55.86,13.965,40.975,45.91,42.17,91.35,26.4,56.19,86.45,59.06,58.41,37.27,62.55,26.68,61.15,57.81,4.38,32.14,66.2,20.35,45.89,70.13,90.0601,228.51,70.5,46.06,30.78,96.21,79.31,53.285,30.74,51.17,38.34,4705.563
36.1199,103.7398,97.93,63.97,92.12,59.19,50.58,132.71,26.66,170.0,749.1,40.3,164.41,43.99,165.6,288.14,34.19,110.52,62.53,68.34,166.08,30.5,28.28,43.77,57.77,25.21,52.01,95.56,76.17,31.23,77.37,118.045,41.98,125.62,27.255,26.75,81.09,763.7899999999997,34.605,22.15,85.67499999999998,31.03,30.1,92.51,70.96,32.805,56.67,43.685,55.88,13.84,40.905,46.28,42.35,91.46,26.375,56.239,85.08,59.13,58.12,37.2199,62.57,26.74,61.18,58.0,4.34,32.075,65.99,20.395,45.96,70.23,90.7,228.31,70.34,45.83,30.735,95.85,79.81,53.22,30.705,50.87,38.33,4708.982
36.23,103.73200000000001,97.76,63.99,91.78,59.17,50.55,132.32,26.635,170.25,747.715,40.29,164.11,44.075,166.065,287.74,34.34,110.69,62.5,68.195,166.239,30.45,28.31,43.7862,57.66,25.27,52.46,95.755,76.12999999999998,31.095,77.29999999999998,118.11000000000004,42.1,124.41,27.29,26.795,80.93,762.72,34.675,22.1262,85.72,31.1425,30.24,92.65,71.1,32.84,56.46,43.85,55.99,13.73,40.67,46.28,42.54,91.39,26.34,56.07,83.73,59.125,57.92,37.18,62.4401,26.74,61.04,58.12,4.33,32.23,66.0,20.43,45.975,70.12,90.91,228.6655,69.97,45.98,30.68,95.62,79.59999999999998,53.42,30.37,50.77,38.35,4705.014
36.375,103.72,98.02,64.26000000000002,91.859,59.35,50.59,130.62,26.65,170.5825,744.74,40.285,164.63,44.145,165.77,287.52,34.49,110.86,62.42,68.18,166.46,30.441,28.345,43.8,57.74,25.22,52.85,95.84,76.18999999999998,31.17,77.2,118.87,42.359,124.9318,27.26,26.84,80.87899999999998,762.305,34.735,22.03,86.03,31.2,30.265,92.9665,71.15000000000002,32.93,56.57,43.93,56.201,13.8099,40.68,46.31,42.79,91.5595,26.33,56.155,84.385,59.265,58.23,37.224,62.54,26.91,61.29,58.17,4.365,32.1934,66.08,20.5,45.975,70.18,91.34,229.59,70.045,45.87,30.755,95.67,79.4132,53.42,30.84,50.82,38.43,4709.058
36.455,104.04,98.27,64.15000000000002,91.755,59.57,50.71,130.34,26.6,171.28,747.615,40.26,164.4,44.095,165.875,288.815,34.525,111.25,62.36,68.15000000000002,166.41,30.47,28.385,43.815,57.82,25.31,53.19,96.08,76.28,31.19,77.03,118.9972,42.4499,124.62,27.221,26.83,81.09,762.975,34.67,22.05,85.95,31.24,30.3,92.84,71.245,32.9,56.57,43.925,56.295,13.745,40.71,46.4,43.05,91.68,26.44,56.22,84.28,59.235,58.42,37.26,62.575,26.89,61.34,58.11,4.385,32.4205,66.18,20.48,46.05,70.82,91.62,230.1367,70.1387,45.98,30.73,95.8,79.32,53.88,30.495,51.1,38.445,4715.277
36.44,104.11,98.505,64.11,91.795,59.51,50.61,129.92,26.605,171.52,752.2550999999999,40.29,164.1627,44.105,166.04,289.84,34.37,111.64,62.25,67.915,166.4158,30.505,28.41,43.855,57.83,25.335,53.47,96.04,76.31,31.14,77.23,119.34,42.535,125.05,27.145,26.77,81.42,762.6,34.715,22.03,86.015,31.18,30.255,93.195,71.49,33.015,56.6438,44.17,56.21,13.745,40.735,46.79,42.9,91.61,26.44,56.165,84.26999999999998,59.205,58.47,37.315,62.53,26.975,61.185,58.09,4.37,32.6,66.45,20.475,46.15,71.24,91.42,230.575,70.2,46.0175,30.78,96.14,79.445,53.8,30.35,50.97,38.49,4719.2829999999985
36.49,104.13,97.7468,63.7,89.62,59.0,49.985,128.27,26.3647,171.05,758.7999999999997,40.15,162.39,44.05,158.0,288.23,34.46,110.96,62.06800000000001,67.62,166.7855,30.54,28.18,43.3,57.415,24.83,52.82,95.875,75.96,30.945,76.825,115.51,42.43,124.5,26.92,26.52,80.33,795.385,34.7,21.765,86.335,31.03,30.18,91.436,71.29,32.965,56.27,43.99,56.505,13.695,40.46,46.33,42.94,91.22,26.13,55.68,84.39499999999998,58.77,58.58,37.09,62.345,26.85,61.35,58.03,4.3499,31.894,66.095,20.355,46.64,70.19,90.97,232.34,69.925,45.12,30.61,96.3,79.4,49.42,30.385,50.9,38.37,4725.247
36.32,103.95,97.59,63.83,90.04,58.99,49.85,129.87,26.395,171.0,764.32,39.9799,162.8946,44.16,158.02,288.2757,34.575,111.13,62.27,67.56,167.18,30.55,28.355,43.25,57.47,24.735,52.93,95.96,76.28,31.085,76.29,116.02,42.545,125.57,26.94,26.545,79.935,802.09,34.79,21.64,86.43999999999998,31.11,30.275,91.74,71.33,33.035,56.33,44.03,56.605,13.73,40.75,46.375,42.62,91.09,25.89,56.3382,84.17499999999998,58.86,58.65,36.96,62.725,26.755,61.39,58.09,4.42,31.31,65.73,20.39,46.65,69.68,91.27,234.385,70.041,45.235,30.9,95.665,78.86,48.3499,30.511,51.1,38.315,4734.022
35.91,104.07,97.71,64.13,89.79,59.29,50.42,129.46,26.37,171.77,765.1699999999997,39.97,163.03,44.425,159.97999999999996,288.77,34.62,111.74,62.37,67.28,167.42,30.63,28.385,43.67,57.69,24.89,52.86,96.085,76.07,31.13,76.23,117.0554,42.82,125.35,27.07,26.7,80.095,802.57,34.9,21.749,86.42,31.32,30.4999,91.32,71.315,33.14,56.34,44.06,56.495,13.7,40.895,46.555,42.62,91.43,26.04,56.48,83.71,58.98,59.02,37.13,62.66,26.73,61.43,58.08,4.42,31.595,66.09,20.405,46.84,69.86,91.49,234.07,69.94,45.26,30.93,96.11000000000004,79.32,48.08,30.755,51.16,38.3,4739.419
35.69,104.05,98.03,63.94,89.2,59.27,50.4608,128.34,26.24,171.62,762.21,39.95,161.71,44.64,159.94999999999996,288.21,34.61,111.73,62.44,67.17,167.13,30.665,28.35,43.74,57.62,25.0,52.79,96.33,76.34,31.08,76.18,116.55,42.845,124.595,27.08,26.67,79.73999999999998,799.47,34.84,21.685,86.47,31.37,30.61,90.42,71.45,33.26,55.92,44.07100000000001,56.495,13.665,40.855,46.53,42.5208,91.09,26.045,56.8,83.5,59.06,59.0,37.17,62.46,26.6825,61.57,58.03,4.43,31.67,65.76000000000002,20.385,46.32,70.02,91.55,234.51,69.72,45.26,30.88,96.2,79.29999999999998,47.21,30.6045,50.99,38.18,4731.72
35.6461,104.36,98.21,63.81,89.09999999999998,59.38,50.61,128.46,26.235,171.78,760.7799999999999,40.0,161.5895,44.89,159.74,289.09,34.73,111.575,62.27,67.19,167.31,30.595,28.4035,43.677,57.67,25.1,53.225,96.53,76.375,31.11,76.25499999999998,116.23,42.96,124.925,27.1,26.695,79.62999999999998,800.712,34.8531,21.6,86.33,31.55,30.78,89.90999999999998,71.725,33.28,55.95,44.02,56.435,13.73,40.87,46.64,42.56,91.18,26.285,57.14,83.521,58.98,58.98,37.15,62.62,26.7,61.75,58.045,4.4,31.97,65.87,20.381,46.2039,69.96,91.64,234.69,69.77500000000002,45.35,30.92,96.51,79.31,47.31,30.56,51.19,38.22,4734.5059999999985
35.715,104.23,98.0,63.734,89.09999999999998,59.32,50.55,128.23,26.225,171.75,758.2899999999997,40.13,161.8,44.87,159.19,289.49,34.655,111.97,62.31,67.171,167.26,30.595,28.3701,43.65,57.5,25.1,53.42,96.46,76.39,31.115,76.165,116.09,42.78,124.4318,27.07,26.685,79.48999999999998,796.52,34.85,21.59,86.33,31.57,30.81,90.22,71.73,33.38,55.88,43.955,56.55,13.74,40.85,46.67,42.66,91.08,26.245,57.09,84.00499999999998,59.19,59.03,37.11,62.62,26.72,61.8,58.07,4.395,31.98,65.9999,20.435,46.23,69.845,91.46,234.65,69.91,45.51,30.93,96.545,79.2,47.5,30.455,51.14,38.1842,4730.603
35.505,104.19,97.86000000000004,63.835,88.95,59.47,50.53,128.6,26.29,172.03,759.2799999999999,40.16,161.97999999999996,44.95,159.6,289.93,34.655,112.215,62.39,67.24,167.22,30.53,28.33,43.67,57.49,25.09,53.42,96.29,76.32,31.16,76.07,116.65,42.75,123.94,27.03,26.64,79.40999999999998,791.34,34.86,21.65,86.39,31.71,30.95,89.76999999999998,71.7,33.38,55.64,43.98,56.68,13.74,40.78,46.79,42.6,91.25,26.35,57.1,84.09,59.28,58.97,37.24,62.58,26.81,61.83,58.05,4.38,32.03,66.02,20.43,46.34,69.97,91.65,234.79,69.75,45.47,30.9,97.0,79.25,47.51,30.48,51.08,38.19,4729.974
35.62,105.32,97.57,64.17,89.04,59.57,50.64,131.99000000000004,26.265,174.28,768.6260000000003,40.095,163.05,45.36,160.1,306.5435,34.745,114.2701,62.55,67.665,167.49,30.435,28.34,43.36,57.8,25.09,54.105,97.23,76.48999999999998,31.195,76.625,117.11000000000004,42.73,123.35,27.15,26.67,80.33,805.96,34.73,22.06,85.72,31.74,30.83,90.17,71.55,33.13,55.78,43.6,56.54,13.78,41.26,47.08,42.55,91.7178,26.41,56.905,84.23,59.2,58.64,37.07,62.05,26.8,61.67,57.69,4.38,31.96,66.72,20.56,46.83,70.38,91.92,233.8,69.92,45.06,30.895,97.85,79.04,47.035,30.495,51.15,38.5807,4754.828
35.545,105.49,98.05,64.0,89.48,59.74,50.3,134.81,26.3,174.76,768.31,40.155,163.265,45.34,161.53,306.27,34.94,114.81,62.68,67.69,167.89,30.58,28.21,43.21,58.04,25.185,53.95,97.22,76.62,31.225,76.4,117.13,42.75,124.41,27.265,26.73,80.76,807.1,34.71,22.01,86.43999999999998,32.11,31.18,90.87,71.33,33.08,55.84,43.58,56.69,13.7,41.34,46.84,42.44,92.62,26.7,56.735,84.29,59.33,58.69,37.13,62.25100000000001,26.73,61.62,57.725,4.375,32.22,66.32,20.645,46.92,70.08,91.94,234.0835,70.03,44.96,30.895,98.61000000000004,79.34999999999998,46.825,30.745,51.35,38.82,4764.667
35.315,105.1,97.547,63.69,89.14,59.45,50.27,132.49000000000004,26.24,173.5,766.6,40.0,162.16,44.99,161.79,304.66,34.795,113.82,62.26,67.44,167.4,30.59,28.13,43.21,57.7,25.07,53.82,96.7,76.40999999999998,31.205,76.32,117.24,42.37,123.8676,27.18,26.615,80.67,803.438,34.6005,21.925,86.09,31.985,31.02,90.71,70.8,32.94,55.709,43.51,56.25100000000001,13.625,41.25,46.57,42.42,93.024,26.53,56.55,84.34,59.09,58.29,36.925,61.8799,26.635,61.5,57.46,4.345,31.84,66.06,20.645,47.0,70.11,91.38,233.1101,69.55,44.67,30.779,97.45,79.39,46.155,30.56,51.15,38.755,4744.422000000001
35.45,105.33,97.62,63.7,88.87999999999998,59.43,50.45,133.56,26.23,174.39,768.89,40.135,162.4,45.015,162.91,303.825,34.84,114.41,62.35,67.465,167.82,30.67,28.16,43.22,58.03,24.9,53.63,96.97,76.48,31.205,76.28,117.535,42.435,124.38,27.185,26.655,80.75499999999998,805.63,34.62,22.04,85.935,32.02,31.06,90.56,71.07,32.94,55.645,43.485,56.3135,13.6,41.145,46.71,42.45,93.43,26.72,56.53,84.07,59.08,58.4,36.96,61.81,26.655,61.64,57.5,4.34,32.17,66.01000000000002,20.6,46.99,70.43,91.53,231.74,69.75,44.7,30.765,97.61000000000004,79.45,46.155,30.565,51.174,38.8637,4752.371
35.535,105.5,97.64,63.75,88.82,59.56,50.26,132.83,26.23,174.47999999999996,767.97,40.1982,162.79,45.015,162.91,302.42,34.87,114.37,62.09,67.56,167.69999999999996,30.655,28.1,43.15,58.12,24.905,53.645,97.49,76.76999999999998,31.21,76.29,117.48,42.55,124.32,27.155,26.61,80.65999999999998,803.19,34.605,22.07,85.98999999999998,32.02,31.07,90.62,71.13,32.88,55.77,43.295,56.235,13.59,40.96,46.86,42.5,94.26,26.705,56.49,84.23999999999998,59.01,58.45,37.0999,61.6298,26.635,61.635,57.6325,4.36,32.25,66.045,20.585,47.185,70.55,91.375,232.04,69.795,44.4,30.73,98.41,79.23,46.03,30.5,51.205,38.7,4751.194
35.47,105.74,97.4875,63.8,88.62,59.56,50.45,133.46,26.245,173.69999999999996,766.84,40.05,162.9,44.99,162.57,302.49,34.83,114.2,62.04,67.52,167.36,30.665,28.05,43.16,58.33,24.815,53.56,96.99,76.53,31.175,76.26,117.23,42.43,124.1,27.085,26.585,80.23999999999998,799.94,34.695,21.935,85.905,32.005,31.01,90.61,71.03,32.64,55.845,43.46,56.365,13.585,40.87,46.72,42.52,94.155,26.61,56.545,84.23999999999998,59.18,58.35,37.03,61.66,26.6,61.53,57.58,4.36,32.285,65.86,20.54,47.16,70.32,91.1,229.9203,69.81,44.2,30.695,98.08,79.18999999999998,45.99,30.45,51.14,38.8,4747.465
34.535,105.33,96.87,63.19,88.37,59.11,50.13,131.87,26.15,173.85,763.1699999999997,40.15,163.89,44.745,163.15,300.72,34.32,114.055,62.01,67.2,165.83,30.685,28.0,42.63,58.36,26.315,50.33,97.01,76.39,31.085,75.79,115.21,42.16,124.0,27.13,26.59,80.9564,801.3775,34.61,21.9,85.28,31.74,30.92,90.56,70.59,32.49,55.06,43.17,56.75,13.405,40.62,45.94,41.03,93.69,26.38,56.39,84.12999999999998,59.09,58.36,37.015,61.48,26.435,60.83,56.945,4.3,32.11,65.48,20.58,46.83,69.99,90.71,227.2184,69.455,44.03,30.66,97.24,79.64,46.79,30.43,51.08,38.6,4738.074000000001
33.76,104.52,95.93,62.9,88.2,58.14,49.36,131.45,25.88,173.43,757.22,39.655,162.93,44.01,161.21,298.49,33.87,112.8748,61.44,67.07,164.671,30.665,27.65,42.32,57.615,26.3,50.12,95.93,76.01,30.83,75.23999999999998,113.07,41.81,122.398,27.1,26.58,80.18,796.59,34.61,21.58,85.01999999999998,31.27,30.47,89.4,69.97,32.34,54.845,42.97,56.4,13.205,40.37,45.75,39.83,92.22,26.14,55.75,82.92,58.95,57.91,36.63,60.555,26.07,60.55,56.69,4.245,30.51,65.2,20.595,46.53,68.48,90.22,221.46,69.085,43.5,30.66,96.08,78.92,45.055,30.18,50.85,38.28,4701.936
33.93,104.422,95.6901,62.89,88.37,57.81,49.65,131.52,25.835,173.79,759.74,39.585,163.055,44.02,161.29,298.51,33.73,113.4044,61.66,67.1,164.729,30.64,27.58,42.45,57.835,25.99,50.88,96.2,75.90999999999998,30.92,75.31,112.78,41.95,122.6405,27.09,26.62,80.215,796.13,34.555,21.7,85.04,31.35,30.48,89.7,70.23,32.44,54.675,43.14,56.5052,13.21,40.29,46.1,39.315,92.97900000000004,26.1,55.78,82.31,59.17,57.93,36.56,60.68,26.035,60.89,56.63,4.25,30.58,64.98,20.595,46.47,68.38,90.48,224.515,68.95,43.53,30.6758,96.465,78.82,45.015,30.115,50.81,38.4,4704.641
33.865,104.2344,95.58,62.68,88.04999999999998,57.64,49.79,131.495,25.81,174.39,760.1499999999999,39.655,163.3,44.04,160.9,298.84,33.685,113.14,61.585,67.0644,165.22999999999996,30.53,27.545,42.53,57.6597,26.2,50.545,96.145,76.09999999999998,30.88,75.31,112.981,42.0,122.64,27.07,26.635,80.03,797.08,34.445,21.72,84.85009999999998,31.3,30.41,89.48999999999998,69.94,32.3767,54.67,42.8601,56.55,13.15,40.1675,46.09,39.37,92.915,26.01,55.697,82.09999999999998,59.09,57.81,36.46,60.2,26.045,60.9,56.68,4.21,30.58,64.76000000000002,20.61,46.35,68.455,90.23,225.8,68.67,43.375,30.622,96.52,78.65,44.79,30.1,50.54,38.46,4701.049
33.57,104.42,95.92,62.79,88.01999999999998,57.39,50.04,131.99000000000004,25.74,174.16,759.61,39.66,162.47,43.75,160.57,299.01,33.65,112.963,61.74,66.96,165.5096,30.46,27.535,42.445,57.6865,26.33,50.09,96.07,76.31,30.7,75.23,112.58,41.825,122.66,27.03,26.66,79.48999999999998,796.59,34.3635,21.705,84.8737,31.3,30.5,89.28,70.0,32.49,54.7,42.92,56.505,13.1401,40.13,46.235,39.635,93.3,25.965,55.815,82.12,59.14,57.8,36.51,60.1437,26.13,60.7832,56.68,4.225,30.5332,64.63,20.685,46.4,68.75,90.01999999999998,226.58,68.58,43.2903,30.615,96.58,78.435,44.49,30.16,50.67,38.39,4699.769
