AAL,AAPL,ADBE,ADI,ADP,ADSK,AKAM,ALXN,AMAT,AMGN,AMZN,ATVI,AVGO,BBBY,BIDU,BIIB,CA,CELG,CERN,CMCSA,COST,CSCO,CSX,CTRP,CTSH,DISCA,DISH,DLTR,EA,EBAY,ESRX,EXPE,FAST,FB,FOX,FOXA,GILD,GOOGL,INTC,JD,KHC,LBTYA,LBTYK,LRCX,MAR,MAT,MCHP,MDLZ,MSFT,MU,MXIM,MYL,NCLH,NFLX,NTAP,NVDA,NXPI,PAYX,PCAR,PYPL,QCOM,QVCA,ROST,SBUX,SIRI,STX,SWKS,SYMC,TMUS,TRIP,TSCO,TSLA,TXN,VIAB,VOD,VRTX,WBA,WDC,WFM,XLNX,YHOO,NDX
36.08,97.21,97.39,61.76,95.46,58.67,58.09,127.54,26.54,167.82,736.5499999999997,41.52,160.56,44.45,163.07,289.775,34.575,107.06,62.32,67.07,167.4,30.92,28.56,44.0,58.635,25.63,52.63,96.495,76.7,30.97,77.98999999999998,117.44,42.12,121.1466,27.32,26.7,81.45,754.62,34.97,22.49,87.72,31.28,30.55,90.97,71.39,32.75,55.77,45.26,56.8371,14.36,39.005,47.06,41.92,91.65,26.52,56.325,86.15999999999998,60.85,57.24,38.175,61.05,27.005,61.77,58.41,4.34,32.13,64.36,20.28,44.68,70.32,90.57,228.4,70.23,45.02,31.01,95.215,81.6641,53.48,34.29,48.58,38.58,4665.536
36.06,97.17,97.59,61.74,95.47,58.63,58.005,127.0,26.53,167.44999999999996,735.93,41.585,160.56,44.49,163.25,289.42,34.52,106.97,62.14,67.085,167.52,30.89,28.62,44.0,58.685,25.635,52.55,96.44,76.76,30.98,78.0,117.21,42.12,121.035,27.33,26.69,81.23,754.02,34.955,22.49,87.65,31.37,30.63,90.94,71.37,32.735,55.72,45.43,56.885,14.33,39.01,46.975,41.91,91.678,26.51,56.3,85.93999999999998,60.86,57.44,38.11,61.02,27.03,61.78,58.41,4.34,32.1515,64.52,20.29,44.69,70.15000000000002,90.81,227.6641,70.44,45.03,31.01,95.28,81.67,53.39,34.3218,48.57,38.5531,4664.076
36.1,97.245,97.75,61.88,95.59,58.81,58.025,126.55,26.54,167.33,735.7999999999997,41.64,161.22999999999996,44.4,163.29,288.905,34.555,106.71,62.13,67.185,167.72,30.909,28.6601,44.01,58.64,25.67,52.58,96.75,76.92499999999998,31.1,78.07,117.51,42.1,121.24,27.31,26.645,81.08,755.33,34.985,22.5,87.757,31.4089,30.66,91.01,71.39,32.76,55.83,45.45,57.02,14.32,39.13,47.0,41.89100000000001,91.6839,26.53,56.47,86.15999999999998,60.93,57.97,38.1,61.08,27.04,61.81,58.46,4.385,32.155,64.68,20.31,44.84,70.08,90.94,227.7,70.78,45.12,31.0348,94.92,81.75,53.48,34.41,48.68,38.61,4669.261
35.98,97.42,97.8099,61.825,95.58,58.84,57.95,126.73,26.54,167.05,734.8999999999999,41.65,161.49,44.375,163.92,288.71,34.585,106.51,62.11,67.24,167.7253,30.87,28.65,44.01,58.645,25.68,52.49,96.79,76.93999999999998,31.085,78.12999999999998,117.23,42.095,121.11000000000004,27.34,26.68,80.78,754.74,34.975,22.535,87.68999999999998,31.46,30.7,91.03,71.43,32.75,55.75,45.53,56.985,14.28,39.06,47.08,41.91,91.705,26.54,56.441,86.17,60.8641,57.75,38.095,61.15,27.0,61.74,58.43,4.395,32.21,64.71,20.32,44.945,70.14500000000001,90.8,227.99,70.83,45.21,31.06900000000001,94.77,81.62999999999998,53.49,34.34,48.625,38.62,4668.139
36.0,97.31,97.86000000000004,61.9,95.577,58.85,58.01,126.57,26.58,167.08,735.32,41.69,161.94,44.33,163.76,287.95,34.575,106.54,62.0625,67.13500000000002,167.68,30.885,28.67,44.015,58.58,25.675,52.49,96.74100000000004,76.97,31.05,78.04,117.31,42.065,121.12,27.3375,26.685,80.67,755.2747,35.0,22.615,87.59,31.42,30.64,91.29,71.41,32.71,55.87,45.4247,56.975,14.295000000000005,39.125,47.04,41.89,91.5952,26.54,56.42,86.29999999999998,60.875,57.94,38.095,61.1,27.0,61.63,58.45,4.37,32.12,64.98,20.305,44.95,70.09,90.43,227.61,70.96,45.14,31.04,94.71,81.57,53.54,34.3,48.68,38.62,4667.614000000001
36.07,97.21,97.82,61.82,95.51,58.84,57.99,126.7,26.57,167.1317,734.26,41.6,161.44999999999996,44.38,164.09,288.035,34.6,106.48,62.115,67.195,167.72999999999996,30.885,28.7,44.02,58.62,25.69,52.545,96.77,76.90999999999998,31.09,78.03,117.21,42.06,121.071,27.325,26.695,80.62999999999998,755.86,34.9859,22.57,87.64,31.42,30.64,91.19,71.41,32.695,55.855,45.433,56.9036,14.321,39.115,46.85,41.93,91.2,26.53,56.32,86.21,60.94,58.08,38.0243,61.095,27.035,61.77,58.44300000000001,4.39,32.1117,64.98,20.31,44.97,70.14,90.7042,227.95,70.91,45.195,31.0299,94.75,81.586,53.545,34.38,48.6392,38.67,4666.116
36.08,97.055,97.61000000000004,61.68,95.32,58.65,57.9,126.33,26.51,166.93,733.3710000000003,41.47,161.51,44.32,163.62,287.25,34.485,106.17,62.0,67.03,167.47999999999996,30.785,28.62,44.01,58.49,25.665,52.315,96.52,76.65999999999998,31.05,77.905,116.8549,41.92,120.91,27.265,26.63,80.62619999999998,754.98,34.91,22.56,87.26,31.31,30.56,91.11,71.19,32.635,55.845,45.22,56.777,14.325,38.95,46.67,41.89,91.269,26.49,56.14,86.22,60.82,58.16,37.965,61.02,26.94,61.7,58.31,4.36,32.04,64.88,20.26,44.71,69.87,90.31,227.62,70.8707,45.0,30.99,94.22,81.31499999999998,53.22,34.3,48.62,38.64,4657.527
36.19,96.95,97.695,61.795,95.47,58.6716,58.154,126.35,26.515,167.09,734.585,41.4642,161.97999999999996,44.415,164.07,287.48,34.505,106.22,62.1,67.065,167.59,30.8,28.665,44.01,58.609,25.68,52.35,96.6,76.64,31.16,77.95,117.4,41.94,120.81,27.285,26.65,80.89,755.34,34.925,22.51,87.34999999999998,31.34,30.59,91.13,71.34,32.7275,55.825,45.135,56.745,14.36,39.0,46.71,41.85,91.355,26.48,56.33,86.43,60.8801,58.035,37.93,61.0399,26.91,61.81,58.32,4.37,32.085,65.0,20.295,44.795,69.86,90.45,227.74,71.14,45.02,31.035,94.37,81.304,53.18,34.28,48.705,38.705,4659.661
36.21,96.8941,97.73500000000004,61.75,95.51,58.71,57.96,126.31,26.505,166.97,734.395,41.495,161.58,44.33,164.15,286.88,34.55,106.205,62.06,67.115,167.31,30.775,28.695,44.065,58.545,25.65,52.4265,96.52,76.67,31.17,77.98,117.53,41.9201,121.04,27.29,26.66,80.8892,755.23,34.915,22.51,87.22499999999998,31.41,30.62,91.06,71.35,32.7259,55.82,45.09,56.835,14.38,39.0,46.6,41.74,91.36,26.49,56.245,86.385,60.92,58.14,37.865,61.065,26.915,61.85,58.26,4.35,32.135,65.02,20.27,44.78,70.18,90.34,228.41,71.0701,45.06,30.995,94.04,81.17,53.23,34.305,48.7,38.75,4659.446
36.2338,96.641,97.69,61.64,95.49,58.549,57.93,126.324,26.49,166.97999999999996,733.59,41.55,161.25,44.29,164.28,286.74,34.5269,106.27,62.0168,67.0419,167.3525,30.755,28.6602,43.995,58.43,25.579,52.36,96.5822,76.76,31.15,78.0835,117.1,41.86,120.975,27.26995,26.65,80.661,754.2899999999997,34.89,22.5,87.25,31.41,30.58,91.18,71.29,32.72,55.78,45.2699,56.745,14.38,38.98,46.48,41.79,91.28,26.47,56.22,86.21,60.86,58.16,37.75,61.0199,26.9,61.84,58.25,4.35,32.17,64.99,20.28,44.74,70.07,90.48,228.02,71.1,44.93,30.961,94.08,81.18,53.09,34.255,48.72,38.75,4655.471
36.35,96.72900000000004,97.91,63.25,95.66,58.62,58.09,126.37,26.715,167.14,734.5499999999997,41.505,162.71,44.31,164.47999999999996,287.1373,34.61,106.4,62.08,67.15000000000002,167.6,30.869,28.69,44.02,58.5,25.635,52.36,96.62,76.84,31.195,78.15999999999998,117.13,41.89,121.09,27.4,26.77,80.68999999999998,755.61,35.07,22.53,87.23999999999998,31.525,30.7,92.06,71.5,32.775,57.33,45.28,56.8,14.53,39.9586,46.54,41.85,91.37,26.52,56.58,87.39,60.99,58.33,37.79,61.28,26.92,61.87,58.3,4.37,32.27,65.85,20.28,44.735,70.23,90.46,228.28,71.89,45.09,30.985,94.0,81.25,53.24,34.28,49.462,38.76,4667.652
36.37,96.647,97.88,62.885,95.68,58.62,58.05,126.43,26.74,167.265,734.63,41.57,163.11,44.42,164.26,287.15,34.61,106.6,62.11,67.15000000000002,167.62,30.858,28.7,44.06,58.535,25.63,52.36,96.58,76.87999999999998,31.259,78.59,116.99,41.9,121.2441,27.395,26.74,80.82,756.48,35.153,22.525,87.34999999999998,31.52,30.71,91.67,71.61,32.755,58.01,45.33,56.81,14.53,41.0,46.5,41.83,91.3,26.5537,56.77,87.62999999999998,61.02,58.46,37.76,61.33,26.92,61.91,58.33,4.39,32.31,66.05,20.3,44.835,70.02,90.42,228.27,72.26999999999998,45.09,31.01,94.23500000000004,81.28,53.31,34.26,49.615,38.8,4671.168
36.43,96.745,97.87,63.312992957746474,95.54,58.56,57.975,126.39,26.7,167.145,734.5299999999999,41.59,162.8,44.38,164.09,287.12,34.62,106.27,62.06,67.035,167.63,30.82,28.69,44.0,58.465,25.62,52.31,96.47,76.79999999999998,31.29,78.54,117.17,41.85,121.14,27.39,26.745,81.15999999999998,755.6699999999997,35.05,22.52,87.32,31.6,30.75,91.39,71.5625,32.7,57.1225,45.265,56.725,14.54,40.41,46.54,41.81,91.2299,26.53,56.53,87.1297,60.95,58.38,37.717,61.235,26.915,61.88,58.27,4.365,32.31,65.81,20.27,44.8,69.97,90.31,229.09,71.84,45.1,30.98,94.3,81.14,53.4,34.16,49.51,38.755,4667.585
36.51,96.6532,97.945,63.97373239436621,95.59,58.56,57.89,126.59,26.695,167.44999999999996,734.98,41.635,162.47999999999996,44.335,164.34,287.6,34.625,106.28,62.15,67.1058,167.77,30.809,28.71,44.05,58.465,25.625,52.32,96.48,76.89,31.345,78.65999999999998,117.52,41.93,121.335,27.4,26.756,81.2665,756.075,35.015,22.52,87.26,31.58,30.76,91.42,71.585,32.765,57.02,45.32,56.81,14.6,40.21,46.51,41.83,91.3301,26.49,56.55,87.53,61.0,58.235,37.695,61.25,26.93,61.915,58.27,4.35,32.29,65.6201,20.31,44.96,70.0,90.4588,229.724,71.69,45.2,31.015,94.38,81.33639999999998,53.45,34.1,49.565,38.8,4669.952
36.49,96.563,97.96,64.63447183098592,95.67,58.63,57.855,126.495,26.755,167.57,734.87,41.645,162.67,44.32,164.13,286.73,34.685,106.18,62.17,67.12,167.72999999999996,30.805,28.72,44.015,58.515,25.585,52.35,96.39,76.89,31.32,78.695,117.73,41.99,121.3,27.41,26.74,81.12999999999998,757.31,35.05,22.46,87.26,31.625,30.74,91.45,71.61,32.8,56.84,45.35,56.8,14.6,40.407,46.5,41.84,91.18,26.52,56.555,87.4,61.08,58.275,37.715,61.17,26.89,61.95,58.27,4.35,32.3,65.68,20.36,44.97,69.90000000000002,90.51,229.2158,71.56,45.23,31.03,94.52,81.33,53.393,34.1,49.6137,38.8201,4669.702
36.62,96.7158,97.93,65.29521126760564,95.64,58.8,57.95,126.6001,26.78,167.63,734.64,41.64,163.1,44.435,164.1453,287.68,34.68,106.245,62.16,67.16,167.72999999999996,30.835,28.71,44.0,58.575,25.57,52.23,96.425,76.885,31.355,78.555,117.52,41.99,121.085,27.395,26.705,81.08,756.96,35.07,22.44,87.09999999999998,31.535,30.685,91.65,71.65000000000002,32.855,57.2,45.255,56.825,14.64,40.7251,46.535,41.87,91.25,26.6,56.68,87.86,61.105,58.16,37.755,61.2493,26.9,61.965,58.275,4.33,32.47,65.99,20.36,44.91,69.905,90.45,229.9,71.29,45.315,31.04,94.84,81.34999999999998,53.68,34.095,49.65,38.75,4670.952
36.55,96.67,97.91,65.95595070422536,95.72,58.75,58.09,126.65,26.81,167.67,735.59,41.56,163.44,44.46,164.03,287.04,34.68,106.18,62.25,67.18,167.57,30.88,28.72,44.0,58.62,25.64,52.2,96.65,76.84,31.4,78.48999999999998,117.64,41.98,121.22,27.4,26.74,81.04999999999998,757.6499999999999,35.09,22.48,87.06,31.51,30.63,91.6,71.67,32.87,57.34,45.25,56.76,14.67,40.91,46.48,41.87,91.41,26.6,56.63,87.9,61.21,58.36,37.69,61.35,26.8985,61.98,58.31,4.35,32.45,65.87,20.37,44.98,69.94,90.47,229.51,71.42,45.55,31.05,94.98,81.33,53.74,34.11,49.7,38.76,4671.725
36.4401,103.942,97.48,63.46,95.4,59.12,48.93,126.79,27.0,168.99,735.72,41.33,164.65,44.44,165.285,287.83,34.61,105.93,61.91,66.74,166.96,30.84,28.75,43.96,58.37,25.65,52.31,96.36000000000004,76.93,31.6,78.12999999999998,117.4,41.97,121.555,27.36,26.72,81.12,756.07,35.165,22.48,86.43999999999998,31.63,30.76,91.96,69.90000000000002,32.9692,56.82,44.94,56.57,14.72,41.91,46.69,41.42,90.29,26.89,56.45,88.0875,61.055,59.24,37.11,61.82,26.84,62.13,58.12,4.34,32.96,66.37,20.35,44.93,69.84,90.56,227.29,70.36,45.349,31.23,96.29,80.17,54.2,34.2,49.595,38.59,4698.935
36.549,103.99,97.83,63.35,95.47,59.1628,49.21,127.3,26.87,168.49,739.51,41.245,163.87,44.58,164.54,288.28,34.6,106.895,61.795,67.485,167.17,30.845,28.66,43.71,58.41,25.6,52.31,96.54,76.98999999999998,31.555,78.385,117.47,41.91,122.025,27.3925,26.78,81.6175,761.19,35.13,22.49,86.12,31.62,30.74,92.2,70.73,32.9264,56.63,45.08,56.565,14.649,41.7,46.755,41.73,90.969,26.815,56.055,88.0001,60.97,59.19,37.32,61.905,26.795,61.87,58.19,4.39,32.7525,66.65000000000002,20.345,44.525,69.99,90.45,232.82,70.86,45.7,31.25,96.48500000000004,80.48,54.03,34.05,49.57,38.755,4709.778
36.37,103.73,97.62,63.82,95.29,59.14,48.82,126.775,26.865,168.31,738.6699999999997,41.2,164.77,44.225,163.99,288.035,34.55,107.38,61.8,67.595,166.61,30.91,28.5908,43.79,58.53,25.38,52.03,96.07,76.86,31.655,78.31,117.29,41.85,121.93,27.36,26.7475,81.26999999999998,761.49,35.12,22.4215,86.11,31.5,30.61,91.93,70.55,32.78,56.84,44.91,56.43,14.5739,41.57,46.75,41.64,90.6847,26.66,56.12,88.084,60.79,59.44,37.14,61.98,26.765,61.62,58.12,4.39,32.505,67.125,20.29,44.9185,69.975,89.96,232.7442,71.03,45.55,31.195,96.56,80.25,53.78,34.32,49.77,38.735,4705.86
36.26,103.525,97.58,63.4,95.31,59.24,48.64,126.53,26.825,168.61,737.22,41.32,164.55,44.4,164.49,287.94,34.595,107.02,61.77,67.91,166.44,30.91,28.53,43.84,58.5,25.45,52.07,96.02,76.84,31.53,78.14,117.33,41.89,121.78,27.44,26.805,81.405,760.74,35.0,22.39,85.78,31.6,30.72,91.48,70.57,32.77,56.61,44.52,56.39,14.48,41.085,46.6893,41.69,90.2083,26.62,55.815,87.75,60.75,59.05,37.24,61.915,26.75,61.67,58.11,4.39,32.465,66.875,20.3199,44.81,69.92,90.01,231.53,70.67,45.73,31.085,95.62,80.25,53.38,34.34,49.6,38.66,4700.854
36.3,103.365,97.5,63.6,95.23500000000004,59.01,48.27,125.94,26.745,168.69,736.5,41.39,164.34,44.05,163.87,287.45,34.51,107.14,61.47,67.845,166.06,30.91,28.48,43.81,58.37,25.305,51.8,95.91,76.95,31.54,78.08,117.01,41.79,121.64,27.36,26.7,81.43999999999998,761.58,35.03,22.4,85.515,31.44,30.575,91.198,69.89,32.72,56.62,44.52,56.465,14.41,41.26,46.615,41.64,90.265,26.59,55.86,87.46,60.66,58.99,37.28,61.97,26.655,61.48,58.065,4.38,32.35,66.72,20.275,44.73,69.53,89.76999999999998,230.53,70.8,45.385,30.99,95.325,80.23999999999998,53.44,34.03,49.58,38.62,4697.403
36.24,103.1,97.59,63.9,95.145,59.13,48.31,126.64,26.75,168.96,737.475,41.34,164.055,44.2214,163.611,287.64,34.51,107.35,61.67,67.89,166.035,30.9,28.335,43.78,58.3,25.29,51.73,95.94,77.025,31.475,78.08,116.96,41.89,121.57,27.38,26.74,81.43,761.43,34.945,22.3,85.72,31.35,30.47,91.4,69.91199999999999,32.76,56.75,44.715,56.38,14.4,41.28,46.62,41.78,90.4101,26.55,55.81,87.3146,60.49,59.01,37.26,61.905,26.69,61.54,58.05,4.37,32.335,67.01000000000002,20.315,44.955,69.76000000000002,90.06,231.82,70.505,45.45,30.97,95.765,80.235,53.53,33.9658,49.58,38.57,4696.845
36.28,102.955,97.61000000000004,63.63,95.13,58.95,48.59,126.91,26.71,168.82499999999996,737.965,41.28,163.8,44.07,163.63,287.25,34.485,107.52,61.74,67.8,166.31,30.845,28.1,43.765,58.28,25.35,51.89,95.97,77.04999999999998,31.41,77.95,116.41,41.84,121.83,27.42,26.78,81.48,762.0,34.88,22.2902,85.68999999999998,31.3,30.41,91.61,69.87,32.71,56.875,44.59,56.43,14.37,41.37,46.52,41.6,90.48,26.51,55.81,87.56,60.58,59.14,37.21,61.86,26.7,61.595,58.03,4.385,32.19,66.74,20.31,45.12,69.71,90.0,231.21,70.61,45.4345,30.94,96.1,80.22,53.64,33.965,49.555,38.58,4696.439
36.18,102.99,97.97,63.95,95.2,59.22,48.81,127.16,26.73,169.0,739.6699999999997,41.5,164.41,44.1,164.03,287.74,34.55,107.53,61.99,68.15000000000002,166.4475,30.86,28.335,43.85,58.33,25.41,52.02,96.35,77.34999999999998,31.36,78.04999999999998,116.81,41.9198,122.12,27.47,26.85,81.42,762.69,34.895,22.255,85.61,31.23,30.34,91.68,70.08,32.76,57.066,44.575,56.46,14.335,41.38,46.54,41.81,90.7531,26.545,56.025,87.68999999999998,60.6,58.97,37.28,61.78,26.765,61.84,58.01,4.4001,32.13,66.96,20.355,45.79,70.02,90.32,230.585,70.805,45.46,30.98,96.13,80.34999999999998,53.54,34.0047,49.695,38.64,4702.593
36.04,102.925,97.85,63.74,95.02,59.17,48.94,127.12,26.685,169.06,738.01,41.48,164.41,43.963,163.61,287.47,34.505,107.86,61.745,67.98,166.0925,30.79,28.291,43.82,58.29,25.38,51.86,96.23,77.15999999999998,31.27,77.97,116.78,41.86,121.84,27.4,26.79,81.3311,760.88,34.815,22.305,85.39,31.26,30.355,91.45,69.955,32.7,56.895,44.5,56.37,14.335,41.3,46.71,41.87,90.71,26.52,55.95,87.79,60.5,58.97,37.215,61.76,26.765,61.69,57.96,4.4,32.06,66.79,20.335,45.8,69.9801,90.11,228.7599,70.831,45.46,30.98,95.93,80.17579999999998,53.49,33.935,49.635,38.69,4696.692
36.17,102.95,97.77,63.805,94.84,58.92,48.74,127.43,26.67,169.19999999999996,737.475,41.43,164.44999999999996,43.89,163.53,287.75,34.49,108.11,61.82,67.96,166.0521,30.755,28.23,43.82,58.14,25.35,51.8198,96.08,77.195,31.26,77.89499999999998,116.46,41.81,121.87,27.38,26.775,81.43,759.9175,34.855,22.37,85.25,31.23,30.34,91.235,70.03,32.63,56.8987,44.46,56.34,14.29,41.31,46.81,41.88,90.62,26.45,55.95,87.45,60.38,58.76,37.21,61.8,26.71,61.55,57.87,4.41,32.0,66.6484,20.305,45.86,70.02,89.9,228.91,70.825,45.41,30.955,96.02,80.07,53.39,33.85,49.73,38.67,4695.246
36.09,102.9,97.85,63.7,94.89,58.87,48.11,127.36000000000004,26.66,168.97999999999996,736.9633,41.24,164.165,43.76,163.1,287.95,34.495,107.88,61.79666666666667,67.87,166.22,30.745,28.221,43.81,58.12,25.315,51.85,96.13,76.89,31.26,77.79,116.55,41.795,121.57,27.35,26.715,81.3035,757.89,34.79,22.3,85.64,31.14,30.25,91.25,69.93,32.625,56.8802,44.505,56.3435,14.18,41.27,46.67,41.89,90.44,26.41,55.935,87.14369999999998,60.43,58.75,37.175,61.83,26.69333333333333,61.61,57.79,4.41,31.84,66.555,20.3,45.73,69.77,89.965,229.06,70.68,45.17,31.0,95.835,80.11,53.22,33.9,49.73,38.5,4690.687
