AAL,AAPL,ADBE,ADI,ADP,ADSK,AKAM,ALXN,AMAT,AMGN,AMZN,ATVI,AVGO,BBBY,BIDU,BIIB,CA,CELG,CERN,CMCSA,COST,CSCO,CSX,CTRP,CTSH,DISCA,DISH,DLTR,EA,EBAY,ESRX,EXPE,FAST,FB,FOX,FOXA,GILD,GOOGL,INTC,JD,KHC,LBTYA,LBTYK,LRCX,MAR,MAT,MCHP,MDLZ,MSFT,MU,MXIM,MYL,NCLH,NFLX,NTAP,NVDA,NXPI,PAYX,PCAR,PYPL,QCOM,QVCA,ROST,SBUX,SIRI,STX,SWKS,SYMC,TMUS,TRIP,TSCO,TSLA,TXN,VIAB,VOD,VRTX,WBA,WDC,WFM,XLNX,YHOO,NDX
36.35,96.72900000000004,97.91,63.25,95.66,58.62,58.09,126.37,26.715,167.14,734.5499999999997,41.505,162.71,44.31,164.47999999999996,287.1373,34.61,106.4,62.08,67.15000000000002,167.6,30.869,28.69,44.02,58.5,25.635,52.36,96.62,76.84,31.195,78.15999999999998,117.13,41.89,121.09,27.4,26.77,80.68999999999998,755.61,35.07,22.53,87.23999999999998,31.525,30.7,92.06,71.5,32.775,57.33,45.28,56.8,14.53,39.9586,46.54,41.85,91.37,26.52,56.58,87.39,60.99,58.33,37.79,61.28,26.92,61.87,58.3,4.37,32.27,65.85,20.28,44.735,70.23,90.46,228.28,71.89,45.09,30.985,94.0,81.25,53.24,34.28,49.462,38.76,4667.652
36.43,96.745,97.87,63.312992957746474,95.54,58.56,57.975,126.39,26.7,167.145,734.5299999999999,41.59,162.8,44.38,164.09,287.12,34.62,106.27,62.06,67.035,167.63,30.82,28.69,44.0,58.465,25.62,52.31,96.47,76.79999999999998,31.29,78.54,117.17,41.85,121.14,27.39,26.745,81.15999999999998,755.6699999999997,35.05,22.52,87.32,31.6,30.75,91.39,71.5625,32.7,57.1225,45.265,56.725,14.54,40.41,46.54,41.81,91.2299,26.53,56.53,87.1297,60.95,58.38,37.717,61.235,26.915,61.88,58.27,4.365,32.31,65.81,20.27,44.8,69.97,90.31,229.09,71.84,45.1,30.98,94.3,81.14,53.4,34.16,49.51,38.755,4667.585
36.49,96.563,97.96,64.63447183098592,95.67,58.63,57.855,126.495,26.755,167.57,734.87,41.645,162.67,44.32,164.13,286.73,34.685,106.18,62.17,67.12,167.72999999999996,30.805,28.72,44.015,58.515,25.585,52.35,96.39,76.89,31.32,78.695,117.73,41.99,121.3,27.41,26.74,81.12999999999998,757.31,35.05,22.46,87.26,31.625,30.74,91.45,71.61,32.8,56.84,45.35,56.8,14.6,40.407,46.5,41.84,91.18,26.52,56.555,87.4,61.08,58.275,37.715,61.17,26.89,61.95,58.27,4.35,32.3,65.68,20.36,44.97,69.90000000000002,90.51,229.2158,71.56,45.23,31.03,94.52,81.33,53.393,34.1,49.6137,38.8201,4669.702
36.55,96.67,97.91,65.95595070422536,95.72,58.75,58.09,126.65,26.81,167.67,735.59,41.56,163.44,44.46,164.03,287.04,34.68,106.18,62.25,67.18,167.57,30.88,28.72,44.0,58.62,25.64,52.2,96.65,76.84,31.4,78.48999999999998,117.64,41.98,121.22,27.4,26.74,81.04999999999998,757.6499999999999,35.09,22.48,87.06,31.51,30.63,91.6,71.67,32.87,57.34,45.25,56.76,14.67,40.91,46.48,41.87,91.41,26.6,56.63,87.9,61.21,58.36,37.69,61.35,26.8985,61.98,58.31,4.35,32.45,65.87,20.37,44.98,69.94,90.47,229.51,71.42,45.55,31.05,94.98,81.33,53.74,34.11,49.7,38.76,4671.725
36.549,103.99,97.83,63.35,95.47,59.1628,49.21,127.3,26.87,168.49,739.51,41.245,163.87,44.58,164.54,288.28,34.6,106.895,61.795,67.485,167.17,30.845,28.66,43.71,58.41,25.6,52.31,96.54,76.98999999999998,31.555,78.385,117.47,41.91,122.025,27.3925,26.78,81.6175,761.19,35.13,22.49,86.12,31.62,30.74,92.2,70.73,32.9264,56.63,45.08,56.565,14.649,41.7,46.755,41.73,90.969,26.815,56.055,88.0001,60.97,59.19,37.32,61.905,26.795,61.87,58.19,4.39,32.7525,66.65000000000002,20.345,44.525,69.99,90.45,232.82,70.86,45.7,31.25,96.48500000000004,80.48,54.03,34.05,49.57,38.755,4709.778
36.26,103.525,97.58,63.4,95.31,59.24,48.64,126.53,26.825,168.61,737.22,41.32,164.55,44.4,164.49,287.94,34.595,107.02,61.77,67.91,166.44,30.91,28.53,43.84,58.5,25.45,52.07,96.02,76.84,31.53,78.14,117.33,41.89,121.78,27.44,26.805,81.405,760.74,35.0,22.39,85.78,31.6,30.72,91.48,70.57,32.77,56.61,44.52,56.39,14.48,41.085,46.6893,41.69,90.2083,26.62,55.815,87.75,60.75,59.05,37.24,61.915,26.75,61.67,58.11,4.39,32.465,66.875,20.3199,44.81,69.92,90.01,231.53,70.67,45.73,31.085,95.62,80.25,53.38,34.34,49.6,38.66,4700.854
36.24,103.1,97.59,63.9,95.145,59.13,48.31,126.64,26.75,168.96,737.475,41.34,164.055,44.2214,163.611,287.64,34.51,107.35,61.67,67.89,166.035,30.9,28.335,43.78,58.3,25.29,51.73,95.94,77.025,31.475,78.08,116.96,41.89,121.57,27.38,26.74,81.43,761.43,34.945,22.3,85.72,31.35,30.47,91.4,69.91199999999999,32.76,56.75,44.715,56.38,14.4,41.28,46.62,41.78,90.4101,26.55,55.81,87.3146,60.49,59.01,37.26,61.905,26.69,61.54,58.05,4.37,32.335,67.01000000000002,20.315,44.955,69.76000000000002,90.06,231.82,70.505,45.45,30.97,95.765,80.235,53.53,33.9658,49.58,38.57,4696.845
36.18,102.99,97.97,63.95,95.2,59.22,48.81,127.16,26.73,169.0,739.6699999999997,41.5,164.41,44.1,164.03,287.74,34.55,107.53,61.99,68.15000000000002,166.4475,30.86,28.335,43.85,58.33,25.41,52.02,96.35,77.34999999999998,31.36,78.04999999999998,116.81,41.9198,122.12,27.47,26.85,81.42,762.69,34.895,22.255,85.61,31.23,30.34,91.68,70.08,32.76,57.066,44.575,56.46,14.335,41.38,46.54,41.81,90.7531,26.545,56.025,87.68999999999998,60.6,58.97,37.28,61.78,26.765,61.84,58.01,4.4001,32.13,66.96,20.355,45.79,70.02,90.32,230.585,70.805,45.46,30.98,96.13,80.34999999999998,53.54,34.0047,49.695,38.64,4702.593
36.17,102.95,97.77,63.805,94.84,58.92,48.74,127.43,26.67,169.19999999999996,737.475,41.43,164.44999999999996,43.89,163.53,287.75,34.49,108.11,61.82,67.96,166.0521,30.755,28.23,43.82,58.14,25.35,51.8198,96.08,77.195,31.26,77.89499999999998,116.46,41.81,121.87,27.38,26.775,81.43,759.9175,34.855,22.37,85.25,31.23,30.34,91.235,70.03,32.63,56.8987,44.46,56.34,14.29,41.31,46.81,41.88,90.62,26.45,55.95,87.45,60.38,58.76,37.21,61.8,26.71,61.55,57.87,4.41,32.0,66.6484,20.305,45.86,70.02,89.9,228.91,70.825,45.41,30.955,96.02,80.07,53.39,33.85,49.73,38.67,4695.246
36.011,102.995,97.7,63.76,94.87,58.86,48.21,127.37,26.635,169.02,736.21,41.14,164.3,43.77,163.09,288.04,34.53,108.12,61.78,67.93,166.03,30.76,28.24,43.78,58.05,25.265,51.87,95.97,76.79999999999998,31.17,77.78,116.62,41.7374,121.92,27.34,26.735,81.3357,758.1599999999999,34.814,22.33,85.73999999999998,31.115,30.21,91.05,70.15000000000002,32.65,56.9,44.505,56.42,14.22,41.27,46.63,41.88,90.756,26.4,55.98,87.15,60.41,58.755,37.155,61.97,26.6601,61.57,57.79,4.415,31.915,66.61,20.25,45.76,69.88,89.96,229.0825,70.7,45.25,31.0,95.9,80.2,53.38,33.77,49.69,38.47,4692.371
36.05,103.005,97.69,63.64,94.83,58.9,48.07,127.62,26.6993,169.05,736.71,41.145,164.69999999999996,43.76,163.54,287.1,34.56,108.07,61.65,67.86,166.09,30.8069,28.27,43.81,57.98,25.275,51.86,95.9,76.93999999999998,31.13,77.76,116.23,41.815,121.93,27.375,26.705,81.455,758.8999999999999,34.79,22.33,85.81,31.075,30.18,91.3,70.5,32.68,56.805,44.48,56.355,14.21,41.2,46.61,42.04,90.8447,26.43,55.96,87.125,60.38,58.93,37.18,62.05,26.66,61.48,57.6953,4.4,31.9143,66.71,20.26,45.52,70.02,89.76999999999998,229.16,70.58,45.36,30.9987,96.1,80.04999999999998,53.33,33.74,49.74,38.5137,4692.39
36.06,103.13,97.84,63.7,94.945,59.05,48.15,127.97,26.715,169.43,736.73,41.109,164.67,43.7751,163.83,287.17,34.48,108.13,61.64,67.65000000000002,166.05,30.77,28.121,43.815,58.01,25.25,51.83,95.7,77.06,31.18,77.68,116.28,41.74,122.192,27.385,26.745,81.48,760.4199999999997,34.76,22.33,85.59,30.99,30.095,91.58,70.68,32.675,56.775,44.26,56.25,14.183,41.2,46.53,42.0,90.8613,26.38,55.955,87.18,60.385,58.86,37.11,61.97,26.68,61.4,57.79,4.39,31.87,66.911,20.25,45.45,70.03,89.59999999999998,228.79,70.475,45.335,30.925,95.89,80.09,53.31,33.65,49.73,38.57,4692.621
36.04,103.22,98.045,63.65,95.02,59.08,48.165,128.84,26.75,169.745,735.85,41.09,165.21,43.66,163.78,287.28,34.5,108.22,61.72,67.77,166.21,30.75,28.1,43.92,58.05,25.19,51.905,95.61000000000004,76.76999999999998,31.175,77.54999999999998,116.36000000000004,41.73,122.2,27.415,26.74,81.73999999999998,760.44,34.76,22.34,85.59,30.92,30.07,91.64,70.75,32.68,56.83,44.27,56.27,14.13,41.395,46.47,42.0,91.05,26.38,56.18,87.36,60.39,59.05,37.145,61.98,26.66,61.43,57.86,4.39,31.89,66.84,20.3,45.5,69.81,89.57,228.9,70.84,45.51,30.9,95.92,80.15,53.27,33.63,49.73,38.56,4696.89
36.26,103.52,98.15,63.355,94.93,59.285,49.6,128.75,26.8,169.6201,735.88,41.07100000000001,165.495,43.8,164.82,286.93,34.62,108.27,61.79,67.95,166.22999999999996,30.84,28.15,43.9,58.13,25.28,51.82,95.68,77.06499999999998,31.24,77.40999999999998,116.1,41.71,122.83,27.38,26.725,81.62999999999998,761.84,34.785,22.29,85.5,30.93,30.025,91.71,70.69,32.73,56.94,44.23,56.3001,14.160100000000005,41.31,46.48,42.11,91.55,26.3201,56.055,87.37999999999998,60.285,58.88,37.11,62.11,26.69,61.45,57.97,4.395,31.98,66.51000000000002,20.3,45.7,69.67,90.03499999999998,229.86,71.02,45.65,31.005,95.56,80.09,53.04,33.645,49.72,38.59,4701.382000000001
36.31,103.61,98.2575,63.3901,95.0,59.29,49.835,129.26,26.83,170.0,734.315,41.09,165.265,43.97,165.02,287.53,34.59,108.35,61.94,67.884,166.28,30.84,28.185,43.92,58.199,25.41,51.855,95.385,77.12999999999998,31.25,77.42,116.53,41.76,122.766,27.41,26.725,81.68,762.5299999999999,34.86,22.355,85.59999999999998,30.94,30.07,91.7005,70.725,32.8,57.1,44.11,56.44,14.1788,41.25,46.615,42.24,91.78,26.331,56.05,87.33,60.2062,58.96,37.185,62.28,26.71,61.405,57.87,4.405,31.97,66.67,20.38,45.705,69.72,90.00499999999998,229.31,71.33,45.7,31.1,95.71,80.14,53.14,33.695,49.68,38.67,4705.197
36.33,103.7511,98.24,63.41,95.08,59.65,50.015,129.77,26.915,170.62,734.0399999999997,41.0459,165.61,44.08,165.38,288.02,34.57,108.69,62.02,67.9266,166.47,30.845,28.245,43.985,58.27,25.47,52.01,95.89,76.95,31.285,77.39,117.07,41.84,122.93,27.455,26.78,81.9664,763.74,34.865,22.3701,85.76,31.035,30.135,92.06,70.925,32.845,57.19,44.11,56.45,14.2,41.225,46.9769,42.29,92.03,26.375,56.16,87.51,60.285,59.04,37.27,62.5221,26.741,61.515,57.895,4.415,32.115,66.64,20.36,45.68,70.01000000000002,90.14,229.398,71.425,45.86,31.15,96.0175,79.93,53.42,33.655,49.76,38.705,4711.48
36.2,103.03,97.93,63.33,94.93,59.62,50.51,129.78,26.9,170.68,736.6699999999997,40.89,165.66,43.94,165.5,288.35,34.55,108.11,61.95,67.92,166.15,30.76,28.21,43.97,58.25,25.46,52.04,95.72,76.67,31.31,77.21,117.2,41.9,123.34,27.43,26.74,81.79,761.97,34.83,22.36,85.62999999999998,31.01,30.1,91.96,70.54,32.91,57.08,43.94,56.19,14.19,41.24,46.93,42.13,92.04,26.38,56.06,87.43999999999998,60.25,59.08,37.22,62.51,26.7,61.39,57.85,4.4,32.05,66.47,20.29,45.64,69.85,89.93999999999998,228.49,71.27,45.81,31.12,96.01,79.93999999999998,53.44,33.64,49.84,38.66,4704.412
36.05,103.97,98.24,63.62,92.45,59.95,50.49,132.24000000000004,26.86,167.87,741.63,40.395,165.77,43.64,166.82,287.215,33.915,110.36,62.04,67.95,166.47999999999996,30.57,28.44,43.715,58.05,25.44,52.05,95.04,76.54999999999998,31.39,77.48999999999998,116.64,42.01,127.53,27.39,26.77,80.79,764.46,34.7,22.18,85.76999999999998,31.15,30.23,92.33,69.61,32.8,57.25,43.72,56.065,13.94,41.05,46.21,42.05,91.39,26.46,56.22,86.905,59.12,58.87,37.46,62.58,26.67,61.23,58.03,4.4,32.13,66.25,20.371,45.77,70.13,90.01999999999998,227.64,70.5544,45.74,30.85,96.23500000000004,79.48,53.235,30.8797,51.14,38.46,4713.4940000000015
36.0701,103.96,97.87,63.83,92.52,59.31,50.43,132.34,26.74,168.202,743.635,40.165,165.16,43.64,166.41,286.4249999999999,34.07,110.73,62.03,68.045,166.4,30.5434,28.355,43.7,57.66,25.34,51.96,94.91,76.2,31.2,77.22,117.22,42.01,126.3993,27.36,26.81,81.185,762.2999999999997,34.67,22.075,85.61,31.02,30.09,93.07,70.28,32.85,56.73,43.585,55.86,13.965,40.975,45.91,42.17,91.35,26.4,56.19,86.45,59.06,58.41,37.27,62.55,26.68,61.15,57.81,4.38,32.14,66.2,20.35,45.89,70.13,90.0601,228.51,70.5,46.06,30.78,96.21,79.31,53.285,30.74,51.17,38.34,4705.563
36.01,103.93,97.88,63.8,92.25,59.19,50.8,132.72,26.66,168.49900000000005,745.33,40.27,164.51,44.01,166.53,287.57,34.1,110.41,62.34,68.24,166.02,30.525,28.33,43.74,57.65,25.29,51.92,95.05,76.29,31.135,77.26,117.76,41.99,126.3171,27.325,26.77,80.835,763.09,34.54,22.02,85.68999999999998,31.03,30.09,92.65,70.65000000000002,32.7983,56.66,43.61,55.8,13.915,40.88,46.105,42.02,91.1332,26.37,56.17,85.5,59.17,58.21,37.1815,62.505,26.69,60.92,57.895,4.36,32.071,66.05,20.37,45.97,70.05,90.275,227.98,70.34,46.115,30.785,95.61000000000004,79.40999999999998,53.23,30.565,51.1,38.29,4705.012
36.1199,103.7398,97.93,63.97,92.12,59.19,50.58,132.71,26.66,170.0,749.1,40.3,164.41,43.99,165.6,288.14,34.19,110.52,62.53,68.34,166.08,30.5,28.28,43.77,57.77,25.21,52.01,95.56,76.17,31.23,77.37,118.045,41.98,125.62,27.255,26.75,81.09,763.7899999999997,34.605,22.15,85.67499999999998,31.03,30.1,92.51,70.96,32.805,56.67,43.685,55.88,13.84,40.905,46.28,42.35,91.46,26.375,56.239,85.08,59.13,58.12,37.2199,62.57,26.74,61.18,58.0,4.34,32.075,65.99,20.395,45.96,70.23,90.7,228.31,70.34,45.83,30.735,95.85,79.81,53.22,30.705,50.87,38.33,4708.982
36.17,103.859,97.84,63.94,91.51,59.3,50.55,133.075,26.665,169.85,747.3999999999999,40.25,164.33,44.09,166.0199,287.94,34.23,111.0,62.55,68.29,166.0,30.435,28.35,43.85,57.77,25.26,52.24,95.605,76.04,31.135,77.39,117.9747,42.15,125.32,27.3,26.8,81.204,761.77,34.66,22.11,85.68999999999998,31.245,30.29,92.51,71.15000000000002,32.81,56.55,43.8,55.97,13.79,40.805,46.59,42.645,91.69,26.41,56.27,84.54,59.08,58.07,37.215,62.505,26.75,61.06,58.2,4.335,32.12,66.13,20.45,46.115,70.19,90.74,228.33,70.16,45.885,30.6732,95.46,79.79,53.24,30.515,50.63,38.37,4708.834
36.23,103.73200000000001,97.76,63.99,91.78,59.17,50.55,132.32,26.635,170.25,747.715,40.29,164.11,44.075,166.065,287.74,34.34,110.69,62.5,68.195,166.239,30.45,28.31,43.7862,57.66,25.27,52.46,95.755,76.12999999999998,31.095,77.29999999999998,118.11000000000004,42.1,124.41,27.29,26.795,80.93,762.72,34.675,22.1262,85.72,31.1425,30.24,92.65,71.1,32.84,56.46,43.85,55.99,13.73,40.67,46.28,42.54,91.39,26.34,56.07,83.73,59.125,57.92,37.18,62.4401,26.74,61.04,58.12,4.33,32.23,66.0,20.43,45.975,70.12,90.91,228.6655,69.97,45.98,30.68,95.62,79.59999999999998,53.42,30.37,50.77,38.35,4705.014
36.22,103.6,97.89,64.1495,91.765,59.21,50.565,131.68,26.64,170.58,743.52,40.21,164.3,44.155,165.77,287.6,34.4,110.91,62.5299,68.18,166.455,30.4842,28.35,43.74,57.65,25.21,52.58,95.75,76.06,31.135,77.34999999999998,118.9,42.19,123.955,27.22,26.76,80.95,760.51,34.725,21.985,85.79999999999998,31.14,30.2562,92.74,70.82,32.855,56.54,43.835,56.095,13.775,40.7,46.49,42.69,91.3908,26.33,56.105,84.31,59.125,58.04,37.22,62.5052,26.76,61.055,58.111,4.355,32.2062,66.085,20.435,45.93,70.13,91.12,228.34,70.07250000000002,45.87,30.71,95.81,79.53,53.355,30.517,50.83,38.34,4702.523
36.375,103.72,98.02,64.26000000000002,91.859,59.35,50.59,130.62,26.65,170.5825,744.74,40.285,164.63,44.145,165.77,287.52,34.49,110.86,62.42,68.18,166.46,30.441,28.345,43.8,57.74,25.22,52.85,95.84,76.18999999999998,31.17,77.2,118.87,42.359,124.9318,27.26,26.84,80.87899999999998,762.305,34.735,22.03,86.03,31.2,30.265,92.9665,71.15000000000002,32.93,56.57,43.93,56.201,13.8099,40.68,46.31,42.79,91.5595,26.33,56.155,84.385,59.265,58.23,37.224,62.54,26.91,61.29,58.17,4.365,32.1934,66.08,20.5,45.975,70.18,91.34,229.59,70.045,45.87,30.755,95.67,79.4132,53.42,30.84,50.82,38.43,4709.058
36.5,103.99,98.19,64.055,91.84,59.52,50.64,130.23,26.64,171.58,744.5,40.295,164.53,44.15,165.81,288.32,34.51,111.13,62.5,68.17,166.49,30.48,28.385,43.8,57.8,25.235,53.0,95.95,76.23999999999998,31.19,77.081,118.68,42.33,125.29,27.25,26.835,81.09999999999998,763.192,34.645,22.11,86.21,31.2034,30.245,92.95,71.22,32.885,56.53,43.96,56.3,13.76,40.67,46.3,43.02,91.48,26.36,56.145,84.18,59.3,58.35,37.32,62.615,26.995,61.35,58.15,4.37,32.2735,66.16,20.495,46.02,70.63,91.46,229.8,70.05,45.87,30.7831,95.83,79.43,53.64100000000001,30.745,51.0,38.45,4714.403
36.455,104.04,98.27,64.15000000000002,91.755,59.57,50.71,130.34,26.6,171.28,747.615,40.26,164.4,44.095,165.875,288.815,34.525,111.25,62.36,68.15000000000002,166.41,30.47,28.385,43.815,57.82,25.31,53.19,96.08,76.28,31.19,77.03,118.9972,42.4499,124.62,27.221,26.83,81.09,762.975,34.67,22.05,85.95,31.24,30.3,92.84,71.245,32.9,56.57,43.925,56.295,13.745,40.71,46.4,43.05,91.68,26.44,56.22,84.28,59.235,58.42,37.26,62.575,26.89,61.34,58.11,4.385,32.4205,66.18,20.48,46.05,70.82,91.62,230.1367,70.1387,45.98,30.73,95.8,79.32,53.88,30.495,51.1,38.445,4715.277
36.4,104.04,98.37,64.12,91.775,59.5,50.63,131.435,26.6301,171.5,747.76,40.29,164.29500000000004,44.06,166.08,289.415,34.445,112.04,62.235,68.075,166.54,30.445,28.395,43.84,57.9,25.33,53.24,96.071,76.12,31.16,77.1701,118.84,42.51,124.5399,27.185,26.78,81.25,761.6499999999999,34.655,22.06,86.01,31.19,30.28,93.1,71.39,33.005,56.57,43.98,56.24,13.73,40.78,46.46,43.0,91.57,26.45,56.18,84.61,59.215,58.425,37.275,62.515,26.975,61.23,58.13,4.375,32.549,66.18,20.49,46.1,71.15000000000002,91.57,230.03,70.145,45.995,30.7467,95.89,79.32,53.94,30.3365,51.13,38.42,4715.085
